siteid,description,state,latitude,longitude,elevation,timezone,install,horizontal_datum,vertical_datum,vertical_accuracy,elevation_method,tz_offset,active_flag,type,responsibility,agency_region
mgne,MITCHELL GERING CANAL NEAR STATE LINE; NEBRASKA,NE,41.98278,-104.05778,,,,,,0,,,,canal,,GP
mhvm,MILK RIVER AT HAVRE; MONTANA,MT,48.56389,-109.695,,,,,,0,,,,stream,,GP
middivco,MIDWAY CREEK DIVERSION/BYPASS; COLORADO,CO,39.185,-106.68584,,,,,,0,,,,diversion,,GP
mine,LAKE MINATARE RESERVOIR (INFLOW); NEBRASKA,NE,41.94861,-103.515,,,,,,0,,,,canal,,GP
mlkacct,MILK RIVER NATURAL FLOW ACCOUNTING; MONTANA,MT,48.8,-114,,,,,,0,,,,stream,,GP
mls,YELLOWSTONE RIVER AT MILES CITY; MT,MT,46.42167,-105.86056,,,,,,0,,,,stream,,GP
mlto,TONGUE RIVER AT MILES CITY; MT,MT,46.34555,-105.80278,,,,,,0,,,,stream,,GP
mnpm,MONUMENT PEAK; MONTANA,MT,45.21667,-110.23333,8850,,,,,0,,,,snotel,,GP
mnvm,MUDDY CREEK NEAR VAUGHN; MONTANA,MT,47.625,-111.63472,,,,,,0,,,,stream,,GP
moki,MOOSE CREEK; IDAHO,ID,45.66667,-113.95,6200,,,,,0,,,,snotel,,GP
mone,LAKE MINATARE RESERVOIR (OUTFLOW); NEBRASKA,NE,41.91611,-103.49194,,,,,,0,,,,canal,,GP
mordivco,MORMON DIVERSION/BYPASS; COLORADO,CO,39.35528,-106.53389,,,,,,0,,,,diversion,,GP
morweaco,MORMON CONTROL HOUSE WEATHER STATION; COLORADO,CO,39.35528,-106.53389,10090,,,,,0,,,,weather,,GP
mpwy,MIDDLE POPO AGIE RVR BLW SINKS NR LANDER; WYOMING,WY,42.75722,-108.79861,,,,,,0,,,,stream,,GP
mrcm,MADISON RIVER AT KIRBY RANCH NEAR CAMERON; MT,MT,44.88945,-111.57944,,,,,,0,,,,stream,,GP
mrdm,MILK RIVER AT DODSON; MONTANA,MT,48.40306,-108.29305,,,,,,0,,,,stream,,GP
mrec,MILK RIVER AT EASTERN CROSSING OF INTNATL BOUNDARY,MT,48.98472,-110.47083,,,,,,0,,,,stream,,GP
mrhm,MILK RIVER NEAR HARLEM; MONTANA,MT,48.47278,-108.75777,,,,,,0,,,,stream,,GP
mrlm,MARIAS RIVER NEAR LOMA; MONTANA,MT,47.93306,-111.51723,,,,,,0,,,,stream,,GP
mrmm,MILK RIVER AT MALTA; MT,MT,48.36166,-107.86278,,,,,,0,,,,stream,,GP
mrmr,MILK RIVER AT MILK RIVER; ALBERTA,MT,49.14361,-112.07889,,,,,,0,,,,stream,,GP
mrne,MERRITT DAM; NEBRASKA,NE,42.635,-100.87222,,,,,,0,,,,reservoir,NKAO,GP
mrqy,MARQUETTE; WYOMING,WY,44.3,-109.23333,8760,,,,,0,,,,snotel,,GP
mrtm,MILK RIVER AT TAMPICO; MT,MT,48.30806,-106.82195,,,,,,0,,,,stream,,GP
mrwc,MILK RIVER @ WESTERN CROSSING OF INTL BOUNDARY; MT,MT,49.0075,-112.545,,,,,,0,,,,stream,,GP
mtelfbco,MOUNT ELBERT FOREBAY; CO,CO,39.10222,-106.35333,,,,,,0,,,,reservoir,ECAO,GP
mtkm,MOUNT LOCKHART; MONTANA,MT,47.91667,-112.81667,6400,,,,,0,,,,snotel,,GP
mudkreco,MUDDY CK BLW WOLFORD RESV NR KREMMLING; COLORADO,CO,40.10861,-106.41334,,,,,,0,,,,stream,,GP
mulm,MULE CREEK; MONTANA,MT,45.4,-112.96667,8300,,,,,0,,,,snotel,,GP
mutt,MIDDLE CONCHO RIVER ABV TANKERSLEY; TEXAS,TX,31.42722,-100.71083,,,,,,0,,,,stream,,GP
mwsm,MOCCASIN WEATHER STATION; MT,MT,47.05889,-109.95083,4243,,,,,0,,,,agrimet,,GP
mwym,MADISON RIVER NEAR WEST YELLOWSTONE; MT,MT,44.65694,-111.0675,,,,,,0,,,,stream,,GP
namt,MILK RIVER; NASHUA; MT,MT,48.12972,-106.36388,,,,,,0,,,,stream,,GP
nasty,LAKE NASWORTHY NEAR SAN ANGELO; TEXAS,TX,31.38861,-100.47806,,,,,,0,,,,reservoir,OTAO,GP
ncot,NUECES RIVER AT COTULLA; TEXAS,TX,28.42611,-99.23972,,,,,,0,,,,stream,,GP
ncudivco,NORTH CUNNINGHAM DIVERSION/BYPASS; COLORADO,CO,39.33667,-106.54305,,,,,,0,,,,diversion,,GP
nelfdrmt,NELSON FEEDER CANAL; MONTANA,MT,48.45972,-107.63306,,,,,,0,,,,canal,,GP
nelr,NELSON RESERVOIR AT DAM 10 MILES NW OF SACO; MT,MT,48.52972,-107.51862,,,,,,0,,,,reservoir,MTAO,GP
nelsthmt,NELSON SOUTH MAIN DIVERSION; MONTANA,MT,48.52444,-107.51083,,,,,,0,,,,canal,,GP
nes02340,CHAPMAN DIVERSION TEST CHANNEL; CO,CO,39.26417,-106.63194,,,,,,0,,,,diversion,,GP
nevsnoco,NEVER SUMMER; COLORADO,CO,40.4,-105.95,9540,,,,,0,,,,snotel,,GP
nfbm,NORTH FORK BELLY RIVER @ INTERNATIONAL BOUNDARY; MT,MT,48.98889,-113.76389,,,,,,0,,,,stream,,GP
nfcy,NORTH FRENCH CREEK; WYOMING,WY,41.33333,-106.36667,10130,,,,,0,,,,snotel,,GP
nfkdivco,NORTH FORK DIVERSION/BYPASS; CO (FROM CARDIVCO),CO,39.36166,-106.53778,,,,,,0,,,,diversion,,GP
nfma,NORTH FK MILK R AB CANAL NR BROWNING; MONTANA,MT,48.97083,-113.05528,,,,,,0,,,,stream,,GP
nfmb,NORTH FORK MILK RIVER NEAR BOUNDARY; MONTANA,MT,49.02195,-112.97112,,,,,,0,,,,stream,,GP
nfne,NORTHPORT CANAL AT RED WILLOW FLUME; NEBRASKA,NE,41.79083,-103.20667,,,,,,0,,,,canal,,GP
nfs,NORTH FORK SHOSHONE RIVER NEAR WAPITI; WYOMING,WY,44.47917,-109.4911,,,,,,0,,,,stream,,GP
nfsm,NORTH FORK SUN RIVER NEAR AUGUSTA; MT,MT,47.64083,-112.85944,,,,,,0,,,,stream,,GP
nfwy,NORTH FORK LITTLE WIND RIVER NEAR FORT WASHAKIE; WY,WY,43.02722,-109.00056,,,,,,0,,,,stream,,GP
ngcl,NORTH PLATTE RIVER NEAR NORTHGATE; COLORADO,CO,40.9375,-106.33778,,,,,,0,,,,stream,,GP
niwc,NIWOT; COLORADO,CO,40.05,-105.55,9850,,,,,0,,,,snotel,,GP
njpsrdm,SUN RIVER DIVERSION DAM; MONTANA,MT,47.61944,-112.69111,,,,,,0,,,,stream,,GP
nlco,NAST LAKE; COLORADO,CO,39.29611,-106.60583,8720,,,,,0,,,,snotel,,GP
nncm,NELSON NORTH MAIN DIVERSION; MONTANA,MT,48.52444,-107.51083,,,,,,0,,,,canal,,GP
noim,NOISY BASIN; MONTANA,MT,48.15,-113.95,6040,,,,,0,,,,snotel,,GP
nondivco,NO NAME CREEK DIVERSION/BYPASS; COLORADO,CO,39.18861,-106.67916,,,,,,0,,,,diversion,,GP
norm,NORTHEAST ENTRANCE; MONTANA,MT,45,-110,7350,,,,,0,,,,snotel,,GP
norman,NORMAN DAM; (LAKE THUNDERBIRD); OKLAHOMA,OK,35.22083,-97.21806,,,,,,0,,,,reservoir,OTAO,GP
npcw,NORTH PLATTE RIVER AT CASPER; WYOMING,WY,42.85361,-106.33139,,,,,,0,,,,stream,,GP
npne,NAPONEE CANAL; NEBRASKA,NE,40.0575,-99.20083,,,,,,0,,,,canal,,GP
npow,NORTH PLATTE RIVER AT ORIN; WYOMING,WY,42.6525,-105.15916,,,,,,0,,,,stream,,GP
nrbt,NUECES RIVER AT BLUNTZER; TEXAS,TX,27.93333,-97.76667,,,,,,0,,,,stream,,GP
nrmt,NUECES RIVER NEAR MATHIS; TEXAS,TX,28.03806,-97.86,,,,,,0,,,,stream,,GP
nrtt,NUECES RIVER NEAR TILDEN; TEXAS,TX,28.30861,-98.55695,,,,,,0,,,,stream,,GP
nscm,NELSON SOUTH CANAL; MT,MT,48.52778,-107.51667,,,,,,0,,,,canal,,GP
ntrt,NUECES RIVER NEAR THREE RIVERS; TEXAS,TX,28.42722,-98.17777,,,,,,0,,,,stream,,GP
ocaw,OWL CREEK AT ARAPAHOE RANCH; WYOMING,WY,43.68333,-108.3,,,,,,0,,,,stream,,GP
oldbatco,OLD BATTLE CREEK; COLORADO,CO,41.00139,-107.24444,10000,,,,,0,,,,snotel,,GP
olww,OWL CREEK; WYOMING,WY,43.66667,-109.01667,8975,,,,,0,,,,snotel,,GP
olwy,OCEAN DRAIN AT OCEAN LAKE OUTLET NR PAVILLION; WY,WY,43.19889,-108.56889,,,,,,0,,,,canal,,GP
olydamco,OLYMPUS DAM NEAR ESTES PARK; COLORADO,CO,40.37305,-105.48778,,,,,,0,,,,reservoir,ECAO,GP
olytunco,OLYMPUS TUNNEL (ESTES FOOTHILLS CANL) AT LAKE ESTES,CO,40.375,-105.48694,,,,,,0,,,,canal,,GP
orchidco,ORCHARD MESA IRRIGATION DISTRICT CANAL; PALISADE; CO,CO,39.1,-108.32,,,,,,0,,,,canal,,GP
orwy,NORTH PLATTE RIVER AT ORIN JCT.; WY,WY,42.65583,-105.18333,,,,,,0,,,,stream,,GP
osks,OSBORNE CANAL; KANSAS,KS,39.44722,-99.09861,,,,,,0,,,,canal,,GP
pardismt,PARADISE MAIN DIVERSION; MONTANA,MT,48.56417,-109.18083,,,,,,0,,,,canal,,GP
patr,PATHFINDER RESERVOIR; WYOMING,WY,42.46806,-106.85361,,,,,,0,,,,reservoir,WYAO,GP
pawy,NORTH PLATTE RIVER BL PATHFINDER DAM; WY,WY,42.465,-106.84639,,,,,,0,,,,stream,,GP
pbr,PILOT BUTTE OFFSTREAM; 22 MILES NW OF RIVERTON; WY,WY,43.2,-108.75,,,,,,0,,,,reservoir,WYAO,GP
pccm,PONDERA COUNTY CANAL; MONTANA,MT,48.26667,-112.2,,,,,,0,,,,canal,,GP
pcdm,PEOPLES CR BEL KUHR COULEE NR DODSON; MT,MT,48.36361,-108.71333,,,,,,0,,,,stream,,GP
pchm,PEOPLES CREEK NEAR HAYS; MT,MT,48.22361,-108.71333,,,,,,0,,,,stream,,GP
pckm,PICKFOOT CREEK; MONTANA,MT,46.58333,-111.26667,6650,,,,,0,,,,snotel,,GP
pcpb,PILOT CANAL BELOW PILOT BUTTE RESERVOIR; WYOMING,WY,43.19222,-108.74416,,,,,,0,,,,canal,,GP
phantmco,PHANTOM VALLEY; COLORADO,CO,40.39944,-105.84722,9045,,,,,0,,,,snotel,,GP
picm,PIKE CREEK; MONTANA,MT,48.3,-113.33334,5930,,,,,0,,,,snotel,,GP
pinresco,PINEWOOD RESERVOIR; LOVELAND; CO,CO,40.36805,-105.28638,,,,,,0,,,,reservoir,ECAO,GP
pist,PIPESTEM DAM; NORTH DAKOTA,ND,46.95639,-98.75278,,,,,,0,,,,reservoir,DKAO,GP
placamco,PLATEAU CREEK NEAR CAMEO; COLORADO,CO,39.18361,-108.26833,,,,,,0,,,,stream,,GP
plcm,PLACER BASIN; MONTANA,MT,45.41667,-110.1,8830,,,,,0,,,,snotel,,GP
pophyrco,PORPHYRY CREEK; COLORADO,CO,38.48333,-106.33334,10760,,,,,0,,,,snotel,,GP
prkw,PARKER PEAK; WYOMING,WY,44.73333,-109.91666,9400,,,,,0,,,,snotel,,GP
prpm,PORCUPINE; MONTANA,MT,46.11666,-110.46667,6500,,,,,0,,,,snotel,,GP
pshr,PISHKUN RESERVOIR NEAR AUGUSTA; MONTANA,MT,47.67667,-112.49667,,,,,,0,,,,reservoir,MTAO,GP
ptr,PACTOLA RESERVOIR NEAR RAPID CITY; SOUTH DAKOTA,SD,44.07222,-103.48805,,,,,,0,,,,reservoir,DKAO,GP
puer,PUEBLO RESERVOIR;ARKANSAS RIVER NR PUEBLO; COLORADO,CO,38.25972,-104.71806,4850,,7/24/2007,,,0,,,,reservoir,ECAO,GP
puerwxco,PUEBLO FIELD OFFICE WEATHER STATION; COLORADO,CO,38.25945,-104.71806,4869,,,,,0,,,,weather,,GP
purbtrco,PURGATORIE RIVER BELOW TRINIDAD RESERVOIR; CO,CO,37.14389,-104.54722,,,,,,0,,,,stream,,GP
purlasco,PURGATORIE RIVER NEAR LAS ANIMAS; CO,CO,38.03389,-103.2,,,,,,0,,,,stream,,GP
purmadco,PURGATORIE RIVER AT MADRID; CO,CO,37.12944,-104.63944,,,,,,0,,,,stream,,GP
purninco,PURGATORIE RIVER AT NINEMILE DAM; NR HIGBEE; CO,CO,37.71472,-103.50777,,,,,,0,,,,stream,,GP
purthaco,PURGATORIE RIVER NEAR THATCHER; CO,CO,37.35639,-103.89972,,,,,,0,,,,stream,,GP
purtrico,PURGATORIE RIVER AT TRINIDAD; CO,CO,37.17083,-104.50861,,,,,,0,,,,stream,,GP
pwdw,POWDER RIVER PASS; WYOMING,WY,44.16667,-107.13333,9480,,,,,0,,,,snotel,,GP
rawsnoco,RAWAH; COLORADO,CO,40.7,-106,9540,,,,,0,,,,snotel,,GP
rbmt,MISSOURI RIVER AT LANDUSKY; MT,MT,47.63083,-108.68694,,,,,,0,,,,stream,,GP
rbym,RUBY RIVER VALLEY WEATHER STATION NR LAURIN; MT,MT,45.345,-112.15028,5250,,,,,0,,,,agrimet,,GP
rcsok,ROCK CREEK AT SULPHUR; OKLAHOMA,OK,34.49528,-96.98833,,,,,,0,,,,stream,,GP
rcwy,RAWHIDE CREEK NEAR LINGLE; WYOMING,WY,42.12555,-104.32667,,,,,,0,,,,stream,,GP
rfcmerco,ROCKY FORK CREEK NR MEREDITH; CO,CO,39.36555,-106.82472,,,,,,0,,,,stream,,GP
rifresco,RIFLE GAP RESERVOIR NR RIFLE; CO,CO,39.63,-107.76222,,,,,,0,,,,reservoir,,GP
rkpm,ROCKER PEAK; MONTANA,MT,46.36666,-112.25,8000,,,,,0,,,,snotel,,GP
rnhw,RENO HILL; WYOMING,WY,42.56667,-106.08334,8500,,,,,0,,,,snotel,,GP
roaaspco,ROARING FORK RIVER NEAR ASPEN; COLORADO (APNC),CO,39.18,-106.80139,,,,,,0,,,,stream,,GP
roabmcco,ROARING FORK RIVER BLW MAROON CRK; NR ASPEN; CO,CO,39.225,-106.85555,,,,,,0,,,,stream,,GP
roac,ROACH; COLORADO,CO,40.76667,-106.13333,9850,,,,,0,,,,snotel,,GP
roadifco,ROARING FORK RIVER ABV DIFFICULT CRK NR ASPEN; CO,CO,39.14111,-106.77361,,,,,,0,,,,stream,,GP
roaemmco,ROARING FORK RIVER NR EMMA; CO,CO,39.37333,-107.08334,,,,,,0,,,,stream,,GP
roagleco,ROARING FORK RIVER AT GLENWOOD SPRINGS; CO,CO,39.54361,-107.32889,,,,,,0,,,,stream,,GP
roalmcco,ROARING FORK RIVER NR LOST MAN CREEK; CO,CO,39.12028,-106.62417,,,,,,0,,,,stream,,GP
robtunco,ROBERTS TUNNEL AT EAST PORTAL NR GRANT; CO,CO,39.48389,-106.32333,,,,,,0,,,,canal,,GP
rocm,ROCKY BOY; MONTANA,MT,48.18333,-109.65,4700,,,,,0,,,,snotel,,GP
rprvne,REPUBLICAN RIVER NEAR RIVERTON; NEBRASKA,NE,40.09167,-98.76945,,,,,,0,,,,stream,,GP
rram,RUBY RIVER ABOVE RESERVOIR NEAR ALDER; MT,MT,45.17528,-112.14777,,,,,,0,,,,stream,,GP
rrbm,RUBY RIVER BELOW RESERVOIR NEAR ALDER; MT,MT,45.24222,-112.11,,,,,,0,,,,stream,,GP
rrcm,RED ROCK CREEK ABOVE LAKES NEAR LAKEVIEW; MT,MT,44.61694,-111.65584,,,,,,0,,,,stream,,GP
rueresco,RUEDI RESERVOIR NR BASALT; COLORADO,CO,39.36389,-106.81805,,,,,,0,,,,reservoir,ECAO,GP
rumt,MUSSELSHELL RIVER AT ROUNDUP; MT,MT,46.41667,-108.56667,,,,,,0,,,,stream,,GP
rvcy,RIVERTON VALLEY DIVERSION CANAL; WYOMING,WY,43.02639,-108.50584,,,,,,0,,,,canal,,GP
rwabne,RED WILLOW CREEK ABOVE HUGH BUTLER LAKE; NEBRASKA,NE,40.40139,-100.77917,,,,,,0,,,,stream,,GP
rwne,RED WILLOW DIVERSION; NEBRASKA,NE,40.28167,-100.54195,,,,,,0,,,,diversion,,GP
saco,MILK RIVER AT JUNEBERG BRIDGE; NEAR SACO; MT,MT,48.50889,-107.21722,,,,,,0,,,,stream,,GP
sanford,SANFORD DAM (LAKE MEREDITH); TEXAS,TX,35.71056,-101.55083,,,,,,0,,,,reservoir,OTAO,GP
sayr,NORTH FORK RED RIVER NR SAYRE; OKLAHOMA,OK,37.28472,-99.62167,,,,,,0,,,,stream,,GP
sbcw,SOUTH BRUSH CREEK; WYOMING,WY,41.33333,-106.5,8440,,,,,0,,,,snotel,,GP
scada,BOYSEN RESERVOIR SCADA PARAMETERS FOR HYDROMET,WY,43.4,-108.17694,,,,,,0,,,,reservoir,,GP
scadabb,BUFFALO BILL DAM SCADA PARAMETERS FOR HYDROMET,WY,44.50139,-109.18333,,,,,,0,,,,reservoir,,GP
scadabh,BIGHORN LAKE SCADA PARAMETERS FOR HYDROMET,MT,45.30722,-107.95694,,,,,,0,,,,reservoir,,GP
scadabht,BIGHORN LAKE SCADA PARAMETERS FOR HYDROMET,MT,45.30722,-107.95694,,,,,,0,,,,reservoir,,GP
scadacf,CANYON FERRY SCADA PARAMETERS FOR HYDROMET,MT,46.64917,-111.7275,,,,,,0,,,,reservoir,,GP
scadacft,CANYON FERRY SCADA PARAMETERS FOR HYDROMET-HR TOTALS,MT,46.64917,-111.7275,,,,,,0,,,,reservoir,,GP
scbm,SWIFTCURRENT CREEK NEAR BABB; MT,MT,48.85833,-113.42777,,,,,,0,,,,stream,,GP
scbw,SAGE CREEK BASIN; WYOMING,WY,41.23333,-107.25,7850,,,,,0,,,,snotel,,GP
scco,STILLWATER CREEK; COLORADO,CO,40.21667,-105.91666,8760,,,,,0,,,,snotel,,GP
scne,SHEEP CREEK DIVERSION INTO TRI-STATE CANAL; NEBRASKA,NE,41.96944,-103.96139,,,,,,0,,,,diversion,,GP
scry,SHELL CREEK; WYOMING,WY,44.5,-107.43333,9580,,,,,0,,,,snotel,,GP
scsm,SWIFTCURRENT CREEK @ SHERBURNE; MT,MT,48.83028,-113.51639,,,,,,0,,,,stream,,GP
scwy,SHELL CREEK NEAR SHELL; WYOMING,WY,44.56445,-107.71278,,,,,,0,,,,stream,,GP
sdcm,SUN RIVER DITCH COMPANY; MONTANA,MT,47.5,-111.93333,,,,,,0,,,,stream,,GP
sdmm,SADDLE MTN.; MONTANA,MT,45.7,-113.96667,7900,,,,,0,,,,snotel,,GP
sdwm,SUN RIVER DITCH COMPANY WASTEWAY INTO MUDDY CREEK;MT,MT,47.56805,-111.55556,,,,,,0,,,,canal,,GP
sedt,SECO CREEK AT ROWE RANCH NR D'HANIS; TEXAS,TX,29.37056,-99.2875,,,,,,0,,,,stream,,GP
semr,SEMINOE RESERVOIR; WYOMING,WY,42.15583,-106.90806,,,,,,0,,,,reservoir,WYAO,GP
seut,SECO CREEK AT MILLER RANCH NR UTOPIA; TEXAS,TX,29.57306,-99.40278,,,,,,0,,,,stream,,GP
sewr,LAKE SEWELL - MPC DATA; MT,MT,47.67667,-112.49667,,,,,,0,,,,reservoir,,GP
sfkdivco,SOUTH FORK DIVERSION/BYPASS; COLORADO,CO,39.23778,-106.58972,,,,,,0,,,,diversion,,GP
sfksm,SOUTH FORK SUN RIVER NEAR AUGUSTA; MT,MT,47.63334,-112.86667,,,,,,0,,,,stream,,GP
sflm,SMITH RIVER NEAR FORT LOGAN; MT,MT,46.79583,-111.17805,,,,,,0,,,,stream,,GP
sfmm,SOUTH FORK MILK RIVER NEAR BABB; MONTANA,MT,48.75389,-113.16666,,,,,,0,,,,stream,,GP
sfoc,SOUTH FORK OWL CREEK; WYOMING,WY,43.66389,-108.79361,,,,,,0,,,,stream,,GP
sfoy,SOUTH FORK OWL CREEK ABOVE ANCHOR RESERVOIR; WYOMING,WY,43.66695,-108.855,,,,,,0,,,,stream,,GP
sfs,SOUTH FORK SHOSHONE RVR ABV BUFFALO BILL RES.; WY,WY,44.41917,-109.25723,,,,,,0,,,,stream,,GP
sfsm,SOUTH FORK SHIELDS; MONTANA,MT,46.08333,-110.43333,8100,,,,,0,,,,snotel,,GP
sfvy,SOUTH FORK SHOSHONE RIVER NEAR VALLEY; WY,WY,44.20834,-109.55417,,,,,,0,,,,stream,,GP
sgwy,SHOSHONE RIVER NR GARLAND (BELOW SIDON); WYOMING,WY,44.73889,-108.59389,,,,,,0,,,,stream,,GP
sham,NORTH FORK RED RIVER NR SHAMROCK; TEXAS,TX,35.26417,-100.24139,,,,,,0,,,,stream,,GP
sharesco,SHADOW MOUNTAIN RESERVOIR; GRAND COUNTY; CO,CO,40.20722,-105.84167,,,,,,0,,,,reservoir,ECAO,GP
shcm,SHORT CREEK; MONTANA,MT,44.96667,-111.95,7000,,,,,0,,,,snotel,,GP
shdmtr,SHADOW MOUNTAIN RESERVOIR; COLORADO (SCADA),CO,40.20694,-105.84028,,,,,,0,,,,reservoir,,GP
sher,LAKE SHERBURNE; SWIFT CURRENT CREEK NEAR BABB; MT,MT,48.82833,-113.52112,,,,,,0,,,,reservoir,MTAO,GP
shfm,SHOWER FALLS; MONTANA,MT,45.4,-110.95,8100,,,,,0,,,,snotel,,GP
shr,SHADEHILL RESERVOIR ON THE GRAND RIVER; SOUTH DAKOTA,SD,45.75333,-102.20333,,,,,,0,,,,reservoir,DKAO,GP
sidm,YELLOWSTONE RIVER NEAR SIDNEY; MONTANA,MT,47.67833,-104.15611,,,,,,0,,,,stream,,GP
siwy,NO. PLATTE RIV ABV SEMINOE RESERVOIR NR SINCLAIR; WY,WY,41.87222,-107.05695,,,,,,0,,,,stream,,GP
slaw,ST. LAWRENCE ALT; WYOMING,WY,43.03333,-109.16666,8620,,,,,0,,,,snotel,,GP
smbm,ST. MARY RIVER ABOVE SWIFTCURRENT; NEAR BABB; MT,MT,48.85,-113.41389,,,,,,0,,,,stream,,GP
smgm,SWIFT CURRENT CREEK @ MANY GLACIER; MT,MT,48.79917,-113.65584,,,,,,0,,,,stream,,GP
smim,ST. MARY CANAL AT INTAKE NEAR BABB; MONTANA,MT,48.85278,-113.41389,,,,,,0,,,,canal,,GP
smlm,SMITH RIVER BELOW EAGLE CREEK NEAR FORT LOGAN; MT,MT,46.82806,-111.19139,,,,,,0,,,,stream,,GP
smtt,SAN MIGUEL CREEK NEAR TILDEN; TEXAS,TX,28.58722,-98.54556,,,,,,0,,,,stream,,GP
snlw,SAND LAKE; WYOMING,WY,41.46667,-106.28333,10050,,,,,0,,,,snotel,,GP
snst,SABINAL RIVER NR SABINAL; TEXAS,TX,29.49083,-99.49249,,,,,,0,,,,stream,,GP
snyd,OTTER CREEK NEAR SNYDER; OKLAHOMA,OK,34.63778,-98.99805,,,,,,0,,,,stream,,GP
soawks,SOUTH FORK SOLOMON RIVER ABOVE WEBSTER; KANSAS,KS,39.37389,-99.58167,,,,,,0,,,,stream,,GP
sogeks,SOLOMON RIVER NEAR GLEN ELDER; KANSAS,KS,39.47417,-98.28278,,,,,,0,,,,stream,,GP
soglks,NORTH FORK SOLOMON RIVER AT GLADE; KANSAS,KS,39.67778,-99.30833,,,,,,0,,,,stream,,GP
soosks,SOUTH FORK SOLOMON RIVER AT OSBORNE; KANSAS,KS,39.42861,-98.69444,,,,,,0,,,,stream,,GP
sopasswy,SOUTH PASS CITY; WYOMING,WY,42.56667,-108.83334,9040,,,,,0,,,,snotel,,GP
soprks,NORTH FORK SOLOMON RIVER AT PORTIS; KANSAS,KS,39.55416,-98.69195,,,,,,0,,,,stream,,GP
spne,SUPERIOR CANAL; NEBRASKA,NE,40.06389,-98.32222,,,,,,0,,,,canal,,GP
sprm,SPUR PARK; MONTANA,MT,46.78333,-110.61667,8100,,,,,0,,,,snotel,,GP
sram,STILLWATER RIVER NEAR ABSAROKEE; MONTANA,MT,45.55111,-109.38667,,,,,,0,,,,stream,,GP
srbb,SHOSHONE RIVER BELOW BUFFALO BILL; WYOMING,WY,44.51667,-109.09722,,,,,,0,,,,stream,,GP
srbm,SUN RIVER @ AUGUSTA BRIDGE; MONTANA,MT,47.54694,-112.36723,,,,,,0,,,,stream,,GP
srbw,SHOSHONE RIVER BELOW WILLWOOD DAM; WYOMING,WY,44.66833,-108.90833,,,,,,0,,,,stream,,GP
srdm,SUN RIVER DIVERSION DAM; MONTANA,MT,47.62083,-112.70667,,,,,,0,,,,reservoir,,GP
srem,SUN RIVER BELOW ELK CREEK; MT,MT,47.50667,-112.28194,,,,,,0,,,,stream,,GP
srlm,SHIELDS RIVER NEAR LIVINGSTON; MONTANA,MT,45.73833,-110.47916,,,,,,0,,,,stream,,GP
srly,SHOSHONE RIVER NEAR LOVELL; WY,WY,44.83861,-108.43445,,,,,,0,,,,stream,,GP
srsm,SUN RIVER AT SIMMS; MT,MT,47.50167,-111.93222,,,,,,0,,,,stream,,GP
srst,SABINAL RIVER AT SABINAL; TEXAS,TX,29.39056,-99.47945,,,,,,0,,,,stream,,GP
srwy,SHOSHONE RIVER AT WILLWOOD DAM; WYOMING,WY,44.66833,-108.90833,,,,,,0,,,,stream,,GP
stmb,ST. MARY RIVER AT BOUNDARY; MONTANA (NEW 1999),MT,49.00333,-113.31334,,,,,,0,,,,stream,,GP
stmc,ST. MARY CANAL @ ST. MARY XING NR BABB; MONTANA,MT,48.94722,-113.37444,,,,,,0,,,,canal,,GP
suct,SOUTH CONCHO RIVER AT CHRISTOVAL; TEXAS,TX,31.18778,-100.50166,,,,,,0,,,,stream,,GP
sucy,SUCKER CREEK; WYOMING,WY,44.71667,-107.4,8880,,,,,0,,,,snotel,,GP
sukt,SWEETWATER CREEK NEAR KELTON; TEXAS,TX,35.46667,-100.12056,,,,,,0,,,,stream,,GP
sumc,SUMMIT RANCH; COLORADO,CO,39.71667,-106.15,9400,,,,,0,,,,snotel,,GP
summ,SUMMIT; MONTANA,MT,48.3175,-113.35278,5233,,,,,0,,,,weather,,GP
sutt,SPRING CREEK ABOVE TANKERSLEY; TEXAS,TX,31.33,-100.64,,,,,,0,,,,stream,,GP
svcplaco,ST. VRAIN CREEK AT MOUTH; NEAR PLATTEVILLE; CO,CO,40.25806,-104.87917,,,,,,0,,,,stream,,GP
svwm,SHIELDS VALLEY WEATHER STATION NR WILSALL; MONTANA,MT,46.04667,-110.65278,5310,,,,,0,,,,agrimet,,GP
swbm,SWIFT CURRENT CREEK @ BRIDGE; MONTANA,MT,48.85833,-113.42777,,,,,,0,,,,stream,,GP
swne,STINKING WATER CREEK AT PALISADE; NEBRASKA,NE,40.37305,-101.11694,,,,,,0,,,,stream,,GP
swtr,SWIFT RESERVOIR; BIRCH CREEK; MONTANA,MT,48.15,-112.86667,,,,,,0,,,,reservoir,MTAO,GP
swwy,SWEETWATER RIVER NR INDEPENDENCE ROCK; WYOMING,WY,42.4925,-107.13805,,,,,,0,,,,stream,,GP
sxbm,ST. XAVIER BRIDGE NEAR HARDIN; MT,MT,45.46083,-107.7486,,,,,,0,,,,stream,,GP
syly,SYLVAN LAKE; WYOMING,WY,44.48333,-110.15,8420,,,,,0,,,,snotel,,GP
syrw,SYLVAN ROAD; WYOMING,WY,44.46667,-110.03333,7120,,,,,0,,,,snotel,,GP
tcedne,TURKEY CREEK AT EDISON; NEBRASKA,NE,40.27111,-99.73389,,,,,,0,,,,stream,,GP
