network,station id,start_date,end_date, lat,lon,elev,element,state,county,basin,site_name,site_info_link,cdbs_id,shef_id,gmt_offset,
snotel,546,1979-10-01,2100-01-01,  44.42,-111.39,   6290,Snow Water Equivalent,ID,Fremont,Upper Henrys,ISLAND PARK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=546,11E10S  ,ISPI1,8.0,
snotel,550,1979-10-01,2100-01-01,  44.05,-115.44,   7070,Snow Water Equivalent,ID,Boise,North and Middle Forks Boise,JACKSON PEAK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=550,15E09S  ,JKPI1,8.0,
snotel,588,1982-10-01,2100-01-01,  46.63,-114.58,   5240,Snow Water Equivalent,ID,Idaho,Lochsa,LOLO PASS,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=588,14C05S  ,LPSI1,8.0,
snotel,1016,2001-10-23,2100-01-01,  44.79,-116.09,   4890,Snow Water Equivalent,ID,Valley,North Fork Payette,LONG VALLEY,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1016,16E18S  ,LGVI1,8.0,
snotel,594,1978-10-01,2100-01-01,  47.46,-115.71,   5140,Snow Water Equivalent,ID,Shoshone,South Fork Coeur D'Alene,LOOKOUT,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=594,15B02S  ,LKTI1,8.0,
snotel,600,1979-10-01,2100-01-01,  47.07,-115.96,   6110,Snow Water Equivalent,ID,Shoshone,Lower North Fork Clearwater,LOST LAKE,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=600,15B14S  ,LSLI1,8.0,
snotel,601,1979-10-01,2100-01-01,  43.82,-114.26,   7900,Snow Water Equivalent,ID,Blaine,Big Lost,LOST-WOOD DIVIDE,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=601,14F03S  ,LWDI1,8.0,
snotel,610,1979-10-01,2100-01-01,  42.18,-114.29,   6880,Snow Water Equivalent,ID,Twin Falls,Salmon Falls,MAGIC MOUNTAIN,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=610,14G02S  ,MGMI1,8.0,
snotel,620,1979-10-01,2100-01-01,  44.44,-113.32,   9150,Snow Water Equivalent,ID,Lemhi,Lemhi,MEADOW LAKE,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=620,13E18S  ,MDLI1,8.0,
snotel,623,1989-10-01,2100-01-01,  47.15,-116.27,   4510,Snow Water Equivalent,ID,Shoshone,St. Joe,MICA CREEK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=623,16B14S  ,MCKI1,8.0,
snotel,627,1978-10-01,2100-01-01,  44.47,-114.49,   8800,Snow Water Equivalent,ID,Custer,Upper Salmon,MILL CREEK SUMMIT,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=627,14E01S  ,MLKI1,8.0,
snotel,636,1979-10-01,2100-01-01,  44.41,-113.40,   7440,Snow Water Equivalent,ID,Lemhi,Little Lost,MOONSHINE,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=636,13E06S  ,MNSI1,8.0,
snotel,638,1979-10-01,2100-01-01,  45.67,-113.95,   6200,Snow Water Equivalent,ID,Lemhi,Middle Salmon-Panther,MOOSE CREEK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=638,13D16S  ,MOKI1,8.0,
snotel,637,1978-10-01,2100-01-01,  43.93,-115.67,   6100,Snow Water Equivalent,ID,Boise,North and Middle Forks Boise,MORES CREEK SUMMIT,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=637,15F01S  ,MRKI1,8.0,
snotel,639,1979-10-01,2100-01-01,  44.84,-114.27,   7600,Snow Water Equivalent,ID,Lemhi,Upper Salmon,MORGAN CREEK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=639,14E04S  ,MRGI1,8.0,
snotel,989,2000-10-19,2100-01-01,  46.81,-116.85,   4700,Snow Water Equivalent,ID,Latah,Palouse,MOSCOW MOUNTAIN,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=989,16C02S  ,MSCI1,8.0,
snotel,645,1978-10-01,2100-01-01,  48.06,-116.23,   5200,Snow Water Equivalent,ID,Shoshone,Upper Coeur D'Alene,MOSQUITO RIDGE,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=645,16A04S  ,MOQI1,8.0,
snotel,650,1979-10-01,2100-01-01,  45.70,-115.23,   6360,Snow Water Equivalent,ID,Idaho,South Fork Clearwater,MOUNTAIN MEADOWS,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=650,15D06S  ,MTMI1,8.0,
snotel,654,1979-10-01,2100-01-01,  42.60,-116.56,   5730,Snow Water Equivalent,ID,Owyhee,Upper Owyhee,MUD FLAT,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=654,16G07S  ,MDFI1,8.0,
snotel,1053,2003-10-01,2100-01-01,  48.72,-116.46,   3520,Snow Water Equivalent,ID,Boundary,Lower Kootenai,MYRTLE CREEK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1053,16A14S  ,MYRI1,8.0,
snotel,677,1979-10-01,2100-01-01,  42.26,-112.13,   6740,Snow Water Equivalent,ID,Oneida,Middle Bear,OXFORD SPRING,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=677,12G18S  ,OXSI1,8.0,
snotel,1142,2009-09-29,2100-01-01,  46.49,-115.80,   3080,Snow Water Equivalent,ID,Clearwater,Clearwater,PIERCE R.S.,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1142,15C05S  ,PRNI1,8.0,
snotel,695,1988-10-01,2100-01-01,  43.57,-111.21,   6720,Snow Water Equivalent,ID,Teton,Teton,PINE CREEK PASS,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=695,11F02S  ,PCPI1,8.0,
snotel,704,1979-10-01,2100-01-01,  43.51,-115.57,   4800,Snow Water Equivalent,ID,Elmore,South Fork Boise,PRAIRIE,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=704,15F06S  ,PRAI1,8.0,
snotel,1081,2006-08-29,2100-01-01,  47.86,-117.04,   4210,Snow Water Equivalent,ID,Kootenai,Upper Spokane,RAGGED MOUNTAIN,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1081,17B06S  ,RAGI1,8.0,
snotel,2029,1999-08-31,2100-01-01,  43.07,-116.75,   5600,Snow Water Equivalent,ID,Owyhee,Middle Snake-Succor,REYNOLDS CREEK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2029,16F08S  ,RYCI1,7.0,
snotel,735,1982-10-01,2100-01-01,  46.47,-114.63,   6170,Snow Water Equivalent,ID,Idaho,Lochsa,SAVAGE PASS,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=735,14C04S  ,SVPI1,8.0,
snotel,915,1995-09-26,2100-01-01,  44.85,-113.84,   8540,Snow Water Equivalent,ID,Lemhi,Lemhi,SCHWARTZ LAKE,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=915,13E16S  ,SCHI1,8.0,
snotel,738,1979-10-01,2100-01-01,  48.37,-116.64,   6090,Snow Water Equivalent,ID,Bonner,Pend Oreille Lake,SCHWEITZER BASIN,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=738,16A10S  ,STZI1,8.0,
snotel,1038,2002-09-16,2008-07-15,  48.37,-116.64,   6110,Snow Water Equivalent,ID,Bonner,Pend Oreille Lake,SCHWEITZER SADDLE,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1038,16A13S  ,SCWI1,8.0,
snotel,740,1979-10-01,2100-01-01,  45.19,-115.97,   6520,Snow Water Equivalent,ID,Valley,North Fork Payette,SECESH SUMMIT,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=740,15D01S  ,SCSI1,8.0,
snotel,741,1988-10-01,2100-01-01,  42.52,-111.96,   7850,Snow Water Equivalent,ID,Bannock,Portneuf,SEDGWICK PEAK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=741,11G30S  ,SEPI1,8.0,
snotel,747,1982-10-01,2100-01-01,  46.57,-115.74,   4570,Snow Water Equivalent,ID,Clearwater,Clearwater,SHANGHI SUMMIT,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=747,15C04S  ,SHAI1,8.0,
snotel,749,1978-10-01,2100-01-01,  43.21,-111.69,   6570,Snow Water Equivalent,ID,Bingham,Willow,SHEEP MTN.,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=749,11F11S  ,SPMI1,8.0,
snotel,752,1979-10-01,2100-01-01,  46.95,-116.34,   3200,Snow Water Equivalent,ID,Latah,St. Joe,SHERWIN,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=752,16C01S  ,SHWI1,8.0,
snotel,761,1978-10-01,2100-01-01,  42.56,-111.30,   7225,Snow Water Equivalent,ID,Caribou,Blackfoot,SLUG CREEK DIVIDE,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=761,11G05S  ,SLGI1,8.0,
snotel,926,2001-09-19,2100-01-01,  43.73,-113.83,   9520,Snow Water Equivalent,ID,Custer,Big Lost,SMILEY MOUNTAIN,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=926,13F13S  ,SMMI1,8.0,
snotel,769,1986-10-01,2100-01-01,  43.48,-114.83,   5740,Snow Water Equivalent,ID,Camas,Camas,SOLDIER R.S.,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=769,14F11S  ,SRSI1,8.0,
snotel,770,1978-10-01,2100-01-01,  42.95,-111.36,   6800,Snow Water Equivalent,ID,Caribou,Blackfoot,SOMSEN RANCH,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=770,11G01S  ,SORI1,8.0,
snotel,774,1978-10-01,2100-01-01,  42.76,-116.90,   6500,Snow Water Equivalent,ID,Owyhee,Jordan,SOUTH MTN.,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=774,16G01S  ,SMTI1,8.0,
snotel,782,1979-10-01,2100-01-01,  44.77,-116.25,   6240,Snow Water Equivalent,ID,Adams,Weiser,SQUAW FLAT,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=782,16E05S  ,SQFI1,8.0,
snotel,792,1979-10-01,2100-01-01,  43.86,-114.21,   7430,Snow Water Equivalent,ID,Custer,Big Lost,STICKNEY MILL,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=792,14F02S  ,STMI1,8.0,
snotel,803,1978-10-01,2100-01-01,  47.56,-115.82,   5540,Snow Water Equivalent,ID,Shoshone,South Fork Coeur D'Alene,SUNSET,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=803,15B09S  ,SNSI1,8.0,
snotel,805,1978-10-01,2100-01-01,  43.63,-113.97,   7640,Snow Water Equivalent,ID,Blaine,Little Wood,SWEDE PEAK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=805,13F09S  ,SWPI1,8.0,
snotel,830,1978-10-01,2100-01-01,  43.63,-115.44,   7770,Snow Water Equivalent,ID,Elmore,South Fork Boise,TRINITY MTN.,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=830,15F05S  ,TRMI1,8.0,
snotel,979,2001-06-19,2100-01-01,  44.38,-116.34,   4920,Snow Water Equivalent,ID,Washington,Weiser,VAN WYCK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=979,16E14S  ,VWGI1,8.0,
snotel,845,1978-10-01,2100-01-01,  43.80,-114.85,   8960,Snow Water Equivalent,ID,Camas,Upper Salmon,VIENNA MINE,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=845,14F04S  ,VNNI1,8.0,
snotel,855,1979-10-01,2100-01-01,  45.07,-116.45,   5560,Snow Water Equivalent,ID,Adams,Weiser,WEST BRANCH,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=855,16D08S  ,WBRI1,8.0,
snotel,860,1979-10-01,2100-01-01,  44.53,-111.41,   7710,Snow Water Equivalent,ID,Fremont,Upper Henrys,WHITE ELEPHANT,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=860,11E36S  ,WHEI1,8.0,
snotel,867,1979-10-01,2100-01-01,  42.76,-112.48,   6490,Snow Water Equivalent,ID,Bannock,Portneuf,WILDHORSE DIVIDE,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=867,12G17S  ,WHDI1,8.0,
snotel,871,1989-10-01,2100-01-01,  42.01,-115.00,   7120,Snow Water Equivalent,ID,Twin Falls,Salmon Falls,WILSON CREEK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=871,15G02S  ,WLCI1,8.0,
snotel,916,1996-09-11,2100-01-01,  45.60,-111.96,   8300,Snow Water Equivalent,MT,Lincoln,Jefferson,ALBRO LAKE,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=916,11D28S  ,ABRM8,8.0,
snotel,307,1978-10-01,2100-01-01,  48.13,-113.02,   6900,Snow Water Equivalent,MT,Flathead,Two Medicine,BADGER PASS,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=307,13A15S  ,BADM8,8.0,
snotel,311,1986-10-01,2100-01-01,  48.57,-115.45,   5600,Snow Water Equivalent,MT,Lincoln,Upper Kootenai,BANFIELD MOUNTAIN,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=311,15A08S  ,BANM8,8.0,
snotel,313,1979-10-01,2100-01-01,  46.10,-113.13,   8250,Snow Water Equivalent,MT,Deer Lodge,Upper Clark Fork,BARKER LAKES,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=313,13C44S  ,BRLM8,8.0,
snotel,315,1979-10-01,2100-01-01,  45.80,-112.52,   7180,Snow Water Equivalent,MT,Silver Bow,Jefferson,BASIN CREEK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=315,12D09S  ,BSCM8,8.0,
snotel,318,1978-10-01,2100-01-01,  44.47,-112.98,   8850,Snow Water Equivalent,MT,Beaverhead,Red Rock,BEAGLE SPRINGS,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=318,12E08S  ,BEAM8,8.0,
snotel,328,1984-10-01,2100-01-01,  44.95,-111.36,   7850,Snow Water Equivalent,MT,Gallatin,Madison,BEAVER CREEK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=328,11E38S  ,BEVM8,8.0,
snotel,346,1991-10-01,2100-01-01,  47.68,-114.00,   4920,Snow Water Equivalent,MT,Lake,Lower Flathead,BISSON CREEK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=346,13B25S  ,BISM8,8.0,
snotel,347,1978-10-01,2100-01-01,  44.51,-111.13,   8170,Snow Water Equivalent,MT,Gallatin,Madison,BLACK BEAR,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=347,11E35S  ,BLBM8,8.0,
snotel,349,1978-10-01,2100-01-01,  46.41,-113.43,   7210,Snow Water Equivalent,MT,Granite,Flint-Rock,BLACK PINE,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=349,13C13S  ,BLKM8,8.0,
snotel,1144,2010-08-25,2100-01-01,  47.98,-114.25,   5650,Snow Water Equivalent,MT,Flathead,Flathead Lake,BLACKTAIL MTN,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1144,14B04S  ,     ,8.0,
snotel,355,1978-10-01,2100-01-01,  45.17,-113.50,   7600,Snow Water Equivalent,MT,Beaverhead,Red Rock,BLOODY DICK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=355,13D10S  ,BLOM8,8.0,
snotel,360,1978-10-01,2100-01-01,  46.56,-111.29,   7950,Snow Water Equivalent,MT,Meagher,Smith,BOULDER MOUNTAIN,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=360,11C01S  ,BOMM8,8.0,
snotel,363,1978-10-01,2100-01-01,  45.27,-110.25,   6670,Snow Water Equivalent,MT,Park,Upper Yellowstone,BOX CANYON,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=363,10D31S  ,BOXM8,8.0,
snotel,365,1994-09-30,2100-01-01,  45.89,-110.94,   7320,Snow Water Equivalent,MT,Gallatin,Gallatin,BRACKETT CREEK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=365,10D35S  ,BRCM8,8.0,
snotel,981,2000-10-01,2100-01-01,  45.24,-109.46,   5880,Snow Water Equivalent,MT,Carbon,Clarks Fork Yellowstone,BURNT MTN,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=981,09D21S  ,BMTM8,8.0,
snotel,381,1978-10-01,2100-01-01,  45.88,-113.33,   6430,Snow Water Equivalent,MT,Deer Lodge,Big Hole,CALVERT CREEK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=381,13D26S  ,CLVM8,8.0,
snotel,385,1982-10-01,2100-01-01,  44.96,-111.29,   9000,Snow Water Equivalent,MT,Gallatin,Gallatin,CARROT BASIN,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=385,11E29S  ,CRRM8,8.0,
snotel,403,1978-10-01,2100-01-01,  45.02,-111.85,   8600,Snow Water Equivalent,MT,Madison,Madison,CLOVER MEADOW,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=403,11D08S  ,CMDM8,8.0,
snotel,407,1978-10-01,2100-01-01,  45.19,-109.35,   7850,Snow Water Equivalent,MT,Carbon,Clarks Fork Yellowstone,COLE CREEK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=407,09D16S  ,CLCM8,8.0,
snotel,410,1978-10-01,2100-01-01,  46.47,-113.39,   5600,Snow Water Equivalent,MT,Granite,Flint-Rock,COMBINATION,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=410,13C33S  ,CMBM8,8.0,
snotel,413,1978-10-01,2100-01-01,  47.06,-112.60,   5200,Snow Water Equivalent,MT,Lewis And Clark,Blackfoot,COPPER BOTTOM,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=413,12B16S  ,COPM8,8.0,
snotel,414,1978-10-01,2100-01-01,  47.08,-112.73,   6950,Snow Water Equivalent,MT,Lewis And Clark,Blackfoot,COPPER CAMP,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=414,12B14S  ,CPCM8,8.0,
snotel,427,1978-10-01,2100-01-01,  46.79,-109.51,   6050,Snow Water Equivalent,MT,Fergus,Judith,CRYSTAL LAKE,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=427,09C01S  ,CRYM8,8.0,
snotel,919,1995-08-24,2100-01-01,  46.67,-110.33,   7600,Snow Water Equivalent,MT,Meagher,Upper Musselshell,DAISY PEAK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=919,10C15S  ,DAZM8,8.0,
snotel,433,1979-10-01,2100-01-01,  46.18,-113.85,   5780,Snow Water Equivalent,MT,Ravalli,Bitterroot,DALY CREEK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=433,13C39S  ,DALM8,8.0,
snotel,436,1979-10-01,2100-01-01,  45.17,-113.58,   8600,Snow Water Equivalent,MT,Beaverhead,Big Hole,DARKHORSE LAKE,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=436,13D19S  ,DHLM8,8.0,
snotel,437,1978-10-01,2100-01-01,  46.79,-110.68,   6450,Snow Water Equivalent,MT,Meagher,Smith,DEADMAN CREEK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=437,10C09S  ,DDMM8,8.0,
snotel,448,1978-10-01,2100-01-01,  44.79,-112.06,   7800,Snow Water Equivalent,MT,Madison,Beaverhead,DIVIDE,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=448,12E07S  ,DIVM8,8.0,
snotel,458,1982-10-01,2100-01-01,  48.06,-112.76,   5750,Snow Water Equivalent,MT,Teton,Two Medicine,DUPUYER CREEK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=458,12A02S  ,DPYM8,8.0,
snotel,1105,2008-06-19,2100-01-01,  45.50,-110.08,   6335,Snow Water Equivalent,MT,Sweet Grass,Upper Yellowstone,EAST BOULDER MINE,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1105,10D39S  ,EBMM8,8.0,
snotel,1106,2008-07-09,2100-01-01,  46.48,-110.71,   7600,Snow Water Equivalent,MT,Meagher,Upper Musselshell,ELK PEAK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1106,10C27S  ,WHSM8,8.0,
snotel,469,1979-10-01,2100-01-01,  48.43,-113.94,   4350,Snow Water Equivalent,MT,Flathead,South Fork Flathead,EMERY CREEK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=469,13A24S  ,EMCM8,8.0,
snotel,480,1978-10-01,2100-01-01,  45.06,-109.94,   9100,Snow Water Equivalent,MT,Park,Clarks Fork Yellowstone,FISHER CREEK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=480,09D06S  ,FSHM8,8.0,
snotel,482,1978-10-01,2100-01-01,  48.80,-113.86,   6300,Snow Water Equivalent,MT,Flathead,Middle Fork Flathead,FLATTOP MTN.,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=482,13A19S  ,FTMM8,8.0,
snotel,487,1978-10-01,2100-01-01,  46.44,-112.19,   6480,Snow Water Equivalent,MT,Jefferson,Upper Missouri,FROHNER MEADOW,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=487,12C13S  ,FRHM8,8.0,
snotel,918,1996-07-15,2100-01-01,  48.98,-115.82,   4250,Snow Water Equivalent,MT,Lincoln,Yaak,GARVER CREEK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=918,15A05S  ,GVRM8,8.0,
snotel,500,1978-10-01,2100-01-01,  48.91,-114.77,   4300,Snow Water Equivalent,MT,Flathead,Upper Kootenai,GRAVE CREEK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=500,14A11S  ,GRCM8,8.0,
snotel,510,1978-10-01,2100-01-01,  48.31,-114.84,   5035,Snow Water Equivalent,MT,Flathead,Stillwater,HAND CREEK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=510,14A14S  ,HANM8,8.0,
snotel,516,1986-10-01,2100-01-01,  48.97,-115.95,   6450,Snow Water Equivalent,MT,Lincoln,Yaak,HAWKINS LAKE,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=516,15A03S  ,HAWM8,8.0,
snotel,530,1979-10-01,2100-01-01,  46.98,-115.03,   6050,Snow Water Equivalent,MT,Mineral,Middle Clark Fork,HOODOO BASIN,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=530,15C10S  ,HOOM8,8.0,
snotel,562,1979-10-01,2100-01-01,  47.43,-113.78,   4750,Snow Water Equivalent,MT,Missoula,Swan,KRAFT CREEK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=562,13B22S  ,KRCM8,8.0,
snotel,568,1978-10-01,2100-01-01,  44.59,-111.82,   7400,Snow Water Equivalent,MT,Beaverhead,Red Rock,LAKEVIEW RIDGE,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=568,11E03S  ,LVRM8,8.0,
snotel,576,1978-10-01,2100-01-01,  44.99,-113.44,   8100,Snow Water Equivalent,MT,Beaverhead,Red Rock,LEMHI RIDGE,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=576,13E23S  ,LMHM8,8.0,
snotel,578,1978-10-01,2100-01-01,  45.50,-110.97,   6860,Snow Water Equivalent,MT,,Gallatin,LICK CREEK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=578,10D13S  ,LCKM8,8.0,
snotel,590,1991-10-01,2100-01-01,  45.27,-111.43,   8880,Snow Water Equivalent,MT,Madison,Gallatin,LONE MOUNTAIN,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=590,11D19S  ,BSKM8,8.0,
snotel,603,1979-10-01,2100-01-01,  45.51,-111.92,   7900,Snow Water Equivalent,MT,Madison,Madison,LOWER TWIN,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=603,11D11S  ,LWTM8,8.0,
snotel,604,1978-10-01,2100-01-01,  46.88,-113.32,   4680,Snow Water Equivalent,MT,Missoula,Blackfoot,LUBRECHT FLUME,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=604,13C38S  ,LUBM8,8.0,
snotel,609,1988-10-01,2100-01-01,  44.59,-111.12,   7750,Snow Water Equivalent,MT,Yellowstone National Park,Madison,MADISON PLATEAU,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=609,11E31S  ,MPLM8,8.0,
snotel,613,1978-10-01,2100-01-01,  48.80,-113.67,   4900,Snow Water Equivalent,MT,Glacier,St. Mary,MANY GLACIER,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=613,13A27S  ,MANM8,8.0,
snotel,635,1979-10-01,2100-01-01,  45.22,-110.24,   8850,Snow Water Equivalent,MT,Park,Upper Yellowstone,MONUMENT PEAK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=635,10D12S  ,MNPM8,8.0,
snotel,646,1984-10-01,2100-01-01,  47.68,-113.96,   6780,Snow Water Equivalent,MT,Lake,Swan,MOSS PEAK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=646,13B24S  ,MSPM8,8.0,
snotel,649,1978-10-01,2100-01-01,  47.92,-112.82,   6400,Snow Water Equivalent,MT,Teton,Sun,MOUNT LOCKHART,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=649,12B12S  ,MTKM8,8.0,
snotel,656,1979-10-01,2100-01-01,  45.41,-112.96,   8300,Snow Water Equivalent,MT,Beaverhead,Big Hole,MULE CREEK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=656,12D11S  ,MULM8,8.0,
snotel,657,1978-10-01,2100-01-01,  46.87,-113.28,   6250,Snow Water Equivalent,MT,Powell,Blackfoot,N FK ELK CREEK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=657,13C31S  ,NFEM8,8.0,
snotel,903,1994-06-29,2100-01-01,  46.84,-112.51,   7020,Snow Water Equivalent,MT,Lewis And Clark,Blackfoot,NEVADA RIDGE,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=903,12C22S  ,NVRM8,8.0,
snotel,662,1979-10-01,2100-01-01,  45.73,-114.48,   5650,Snow Water Equivalent,MT,Ravalli,Bitterroot,NEZ PERCE CAMP,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=662,14D02S  ,NZCM8,8.0,
snotel,664,1978-10-01,2100-01-01,  48.16,-113.95,   6040,Snow Water Equivalent,MT,Flathead,South Fork Flathead,NOISY BASIN,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=664,13A25S  ,NOIM8,8.0,
snotel,667,1988-10-01,2100-01-01,  47.27,-113.76,   6330,Snow Water Equivalent,MT,Missoula,Lower Flathead,NORTH FORK JOCKO,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=667,13B07S  ,NFJM8,8.0,
snotel,670,1978-10-01,2100-01-01,  45.01,-110.01,   7350,Snow Water Equivalent,MT,Yellowstone National Park,Yellowstone Headwaters,NORTHEAST ENTRANCE,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=670,10D07S  ,NORM8,8.0,
snotel,1008,2001-09-10,2100-01-01,  46.91,-110.85,   7410,Snow Water Equivalent,MT,Meagher,Smith,ONION PARK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1008,10C22S  ,ONPM8,8.0,
snotel,930,1998-08-17,2100-01-01,  46.13,-113.31,   7200,Snow Water Equivalent,MT,Granite,Flint-Rock,PETERSON MEADOWS,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=930,13C36S  ,PTNM8,8.0,
snotel,690,1978-10-01,2100-01-01,  46.58,-111.27,   6650,Snow Water Equivalent,MT,Meagher,Smith,PICKFOOT CREEK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=690,11C02S  ,PCKM8,8.0,
