siteid,description,state,latitude,longitude,elevation,timezone,install,horizontal_datum,vertical_datum,vertical_accuracy,elevation_method,tz_offset,active_flag,type,responsibility,agency_region
dodsthmt,DODSON SOUTH MAIN DIVERSION,MT,48.3475,-108.14278,,,,,,0,,,,canal,,GP
doloresriveratdolores,DOLORES RIVER AT DOLORES; COLORADO,CO,37.4725,-108.4969,6918.74,US/Mountain,,,,0,,,,stream,,UC
doloresriveratgateway,DOLORES RIVER AT GATEWAY; CO,CO,38.6814,-108.9797,4547.76,US/Mountain,,,,0,,,,stream,,UC
doloresriverbelowmcpheereservoir,DOLORES RIVER BELOW MCPHEE RESERVOIR,UT,37.5667,-108.5667,,US/Mountain,,,,0,,,,stream,,UC
doloresriverbelowrico,DOLORES RIVER BELOW RICO,CO,37.6389,-108.0597,8422.23,US/Mountain,,,,0,,,,stream,,UC
doloresriverblomcpheereservoir,DOLORES RIVER BLO MCPHEE RESERVOIR; COLORADO,CO,37.5753,-108.5772,,US/Mountain,,,,0,,,,stream,,UC
doloresrivernearbedrock,DOLORES RIVER NEAR BEDROCK; CO,CO,38.3569,-108.8328,4910,US/Mountain,,,,0,,,,stream,,UC
doloresrivernearcisco,DOLORES RIVER NEAR CISCO; UT,UT,38.7972,-109.1951,4165,US/Mountain,,,,0,,,,stream,,UC
doloretunnel,DOLORES TUNNEL OUTLET NEAR DOLORES,UT,37.4596,-108.54182,,US/Mountain,,,,0,,,,diversion,,UC
don,Donnells Reservoir,CA,38.329,-119.96,4835,US/Pacific,,,,0,,,,reservoir,,MP
donkeyreservoirswe,DONKEY RESERVOIR,UT,38.2167,-111.4667,9800,US/Mountain,,,,0,,,,snotel,,UC
dpcm,DODSON PUMPS CANAL; MT,MT,48.41306,-108.26833,,,,,,0,,,,canal,,GP
dpkw,DEER PARK; WYOMING,WY,42.58333,-108.9,9700,,,,,0,,,,snotel,,GP
dpym,DUPUYER CREEK; MONTANA,MT,48.06667,-112.75,5750,,,,,0,,,,snotel,,GP
drby,DRY CREEK NEAR BURRIS; WYOMING,WY,43.33639,-109.29861,,,,,,0,,,,stream,,GP
drfu,UCC - Drainage Farm; Utah Weather Station,UT,41.76295,-111.87895,1351.788,US/Mountain,,,m,0,agrimet_map,,,agrimet,ucc,PN
drlm,Deer Lodge; Montana AgriMet Weather Station,MT,46.33555,-112.76666,1426.46,US/Mountain,6/4/1998,,m,0,agrimet_map,,,agrimet,pnro,PN
drmt,DEARBORN RIVER NEAR CRAIG; MT,MT,47.2,-112.08334,,,,,,0,,,,stream,,GP
drpw,Deer Park; Washington Weather Station,WA,47.954642,-117.433522,662.94,US/Pacific,6/25/2014,,m,0,agrimet_map,,,agrimet,pnro,PN
drybreadpondswe,DRY BREAD POND,UT,41.4167,-111.5333,8350,US/Mountain,,,,0,,,,snotel,,UC
dryforkswe,DRY FORK,UT,40.565,-112.1733,7160,US/Mountain,,,,0,,,,snotel,,UC
drylakeswe,DRY LAKE,CO,40.5333,-106.7833,8400,US/Mountain,,,,0,,,,snotel,,UC
dscm,DODSON SOUTH CANAL; MT,MT,48.40583,-108.30611,,,,,,0,,,,canal,,GP
dsne,DRY SPOTTED TAIL DIVERSION INTO TRI-STATE CANAL; WY,NE,41.98639,-103.82944,,,,,,0,,,,diversion,,GP
dtro,Detroit Lake; Oregon AgriMet Weather Station,OR,44.73,-122.17916,510.54,US/Pacific,4/19/2002,,m,0,agrimet_map,,,agrimet,pnro,PN
duchesnerivernearrandlett,DUCHESNE RIVER NEAR RANDLETT; UT,UT,40.2156,-109.7828,4756.1,US/Mountain,,,,0,,,,stream,,UC
duchesnetunnel,DUCHESNE TUNNEL DIVERSIONS,UT,40.6288,-110.90364,,US/Mountain,,,,0,,,,diversion,,UC
ducu,Duchesne; Utah AgriMet Weather Station,UT,40.18068,-110.36013,1675,US/Mountain,,,m,0,agrimet_map,,,agrimet,pnro,PN
dukt,DOVE CREEK AT KNICKERBOCKER; TEXAS,TX,31.28333,-100.3,,,,,,0,,,,stream,,GP
dune,DUNLAP DIVERSION; NEBRASKA,NE,42.4625,-102.92361,,,,,,0,,,,diversion,,GP
dvdy,DIVIDE PEAK; WYOMING,WY,41.3,-107.16666,8860,,,,,0,,,,snotel,,GP
dwni,Downey; Idaho Weather Station,ID,42.43355,-112.12929,1483,US/Mountain,3/27/2015,,m,0,agrimet_map,,,agrimet,pnro,PN
eagledrawatartesia,EAGLE DRAW AT ARTESIA; NM,NM,32.8458,-104.4039,,US/Mountain,,,,0,,,,stream,,UC
eapr,E.A. PATTERSON LAKE (DICKINSON); NORTH DAKOTA,ND,46.86972,-102.82694,,,,,,0,,,,reservoir,DKAO,GP
eastblythecountywaterdistrict,East Blythe County Water District,CA,33.8,-114.35,,US/Pacific,,,,0,,,,diversion,,LC
eastcanyon,EAST CANYON RESERVOIR,UT,40.91017,-111.59293,5903,US/Mountain,,,,0,,,,reservoir,,UC
eastcanyoncreekbelowi80reststop,EAST CANYON CREEK BELOW I-80 REST STOP,UT,40.7239,-111.5189,,US/Mountain,,,,0,,,,stream,,UC
eastforksanjuanrivernrpagosasprings,EAST FORK SAN JUAN RIVER NR PAGOSA SPRINGS;,CO,37.3694,-106.8917,7597.63,US/Mountain,,,,0,,,,stream,,UC
eastmancosrivernearmancos,EAST MANCOS RIVER NEAR MANCOS; CO.,CO,37.3703,-108.2308,7475,US/Mountain,,,,0,,,,stream,,UC
eastriflecreekaboveriflegap,EAST RIFLE CREEK BELOW ELK PARK,CO,39.6361,-107.7347,,US/Mountain,,,,0,,,,stream,,UC
eastrimdivideswe,EAST RIM DIVIDE,WY,43.1333,-110.2,7930,US/Mountain,,,,0,,,,snotel,,UC
eastriveratalmont,EAST RIVER AT ALMONT; CO,CO,38.6644,-106.8475,8006.29,US/Mountain,,,,0,,,,stream,,UC
eastwillowcreekswe,EAST WILLOW CREEK,UT,39.3167,-109.5167,8250,US/Mountain,,,,0,,,,snotel,,UC
ebri,INL - Material Fuels Complex; Idaho,ID,43.594133,-112.651733,1687.335958,US/Mountain,,,ft,0,,,,agrimet,noaa,PN
ecamne,ELM CREEK AT AMBOY; NEBRASKA,NE,40.09083,-98.43611,,,,,,0,,,,stream,,GP
echo,Echo; Oregon AgriMet Weather Station,OR,45.71861,-119.31111,231.65,US/Pacific,3/1/1988,,m,0,agrimet_map,,,agrimet,pnro,PN
echoreservoir,ECHO RESERVOIR,UT,40.575,-111.2555,5560,US/Mountain,,,,0,,,,reservoir,,UC
eden,SMITH RIVER NEAR EDEN; MT,MT,47.2,-111.38333,,,,,,0,,,,stream,,GP
edenreservoir,EDEN RESERVOIR,WY,42.43,-109.22,6715.2,US/Mountain,,,,0,,,,reservoir,,UC
edne,ENDERS DAM AND DIKE; NEBRASKA,NE,40.42167,-101.5175,,,,,,0,,,,reservoir,NKAO,GP
efhw,Entiat Fish Hatchery; Washington Weather Station,WA,47.69796,-120.32373,315,US/Pacific,9/26/2013,,m,0,agrimet_map,,,agrimet,pnro,PN
efsanjuanrabsandcreek,EF SAN JUAN R AB SAND CREEK; NR PAGOSA SPGS;,CO,37.3897,-106.8406,7940,US/Mountain,,,,0,,,,stream,,UC
ehrenburgimprovementassociation,Ehrenburg Improvement Association,AZ,33.8,-114.3,,US/Mountain,,,,0,,,,diversion,,LC
ekpw,ELKHART PARK G. S.; WYOMING,WY,43,-109.75,9400,,,,,0,,,,snotel,,GP
eldientepeakswe,EL DIENTE PEAK,CO,37.7833,-108.0167,10200,US/Mountain,,,,0,,,,snotel,,UC
elephantbuttedam,ELEPHANT BUTTE RESERVOIR,NM,33.1483,-107.2061,4241.09,US/Mountain,,,,0,,,,reservoir,,UC
elkc,ELK RIVER; COLORADO,CO,40.85,-106.96667,8700,,,,,0,,,,snotel,,GP
elkcabinswe,ELK CABIN,NM,35.704,-105.8068,8210,US/Mountain,,,,0,,,,snotel,,UC
elkhartparkgsswe,ELKHART PARK G.S.,WY,43,-109.75,9400,US/Mountain,,,,0,,,,snotel,,UC
elkheadcreekabovelonggulch,ELKHEAD CREEK ABOVE LONG GULCH; NEAR HAYDEN; CO,CO,40.5917,-107.3203,6405,US/Mountain,,,,0,,,,stream,,UC
elkheadcreekbelowmaynardgulch,ELKHEAD CREEK BELOW MAYNARD GULCH; NEAR CRAIG; CO,CO,40.5419,-107.3972,6250,US/Mountain,,,,0,,,,stream,,UC
elkriveratclark,ELK RIVER AT CLARK; CO.,CO,40.7175,-106.9153,7267.75,US/Mountain,,,,0,,,,stream,,UC
elkrivernearmilner,ELK RIVER NEAR MILNER; CO,CO,40.5144,-107.0467,,US/Mountain,,,,0,,,,stream,,UC
elkriverswe,ELK RIVER,CO,40.85,-106.9667,8700,US/Mountain,,,,0,,,,snotel,,UC
elmu,Elmo; Utah Weather Station,UT,39.421265,-110.83798,1744,US/Mountain,12/3/2014,,m,0,agrimet_map,,,agrimet,pnro,PN
elvado,EL VADO LAKE,NM,36.60734,-106.74837,6945,US/Mountain,,,,0,,,,reservoir,,UC
embudocreekatdixon,EMBUDO CREEK AT DIXON; NM,NM,36.2108,-105.9131,,US/Mountain,,,,0,,,,stream,,UC
emcm,EMERY CREEK; MONTANA,MT,48.43333,-113.95,4350,,,,,0,,,,snotel,,GP
estesr,LAKE ESTES RESERVOIR; CO (SCADA),CO,40.375,-105.48833,,,,,,0,,,,reservoir,,GP
estspkco,LAKE ESTES (OLYMPUS DAM); CO,CO,40.375,-105.48833,,,,,,0,,,,reservoir,,GP
eurn,Eureka; Nevada AgriMet Weather Station ,NV,39.68527,-115.97861,1797.41,US/Pacific,6/1/1987,,m,0,agrimet_map,,,agrimet,pnro,PN
evfu,UCC - Evan's Farm; Utah Weather Station,UT,41.6945,-111.8331667,1382.268,US/Mountain,,,m,0,agrimet_map,,,agrimet,ucc,PN
evny,EVENING STAR; WYOMING,WY,44.65,-109.78333,9200,,,,,0,,,,snotel,,GP
evty,Evanston; Wyoming AgriMet Weather Station,WY,41.19713,-111.02937,2080,US/Mountain,3/9/2015,,,0,,,,agrimet,pnro,PN
ewiditco,EWING DITCH; COLORADO,CO,39.36111,-106.30611,,,,,,0,,,,canal,,GP
fafi,Fairfield; Idaho AgriMet Weather Station  ,ID,43.31305,-114.82222,1535.58,US/Mountain,6/1/1987,,m,0,agrimet_map,,,agrimet,pnro,PN
fajadawashatchacocanyonnatlmonnm,FAJADA WASH AT CHACO CANYON NATL MON NM,NM,36.0175,-107.9178,0,US/Mountain,,,,0,,,,stream,,UC
fallcreeknearfallcreek,FALL CREEK NEAR FALL CREEK; CO,CO,37.9583,-108.0053,7928.79,US/Mountain,,,,0,,,,stream,,UC
fallscreekneardurango,FALLS CREEK NEAR DURANGO; CO.,CO,37.3672,-107.8658,7080,US/Mountain,,,,0,,,,stream,,UC
faln,Fallon; Nevada AgriMet Weather Station,NV,39.4575,-118.77388,1208.53,US/Pacific,4/1/2001,,m,0,agrimet_map,,,agrimet,pnro,PN
farmingtonlowerswe,FARMINGTON LOWER,UT,40.992,-111.817,6779,US/Mountain,,,,0,,,,snotel,,UC
farmingtonswe,FARMINGTON,UT,40.9667,-111.8,8000,US/Mountain,,,,0,,,,snotel,,UC
farnsworthlakeswe,FARNSWORTH LAKE,UT,38.7667,-111.6833,9600,US/Mountain,,,,0,,,,snotel,,UC
fbcm,FORT BELKNAP BIA CANAL; MONTANA,MT,48.48417,-108.75361,,,,,,0,,,,canal,,GP
fcabne,FRENCHMAN CREEK ABOVE ENDERS RESERVOIR; NEBRASKA,NE,40.42917,-101.62361,,,,,,0,,,,stream,,GP
fcne,FORT LARAMIE CANAL AT MILE POST 85.3 (PARSHALL); NE,NE,41.80944,-104.05473,,,,,,0,,,,canal,,GP
fcwdcne,FRANKLIN CANAL WASTEWAY AT DRY CREEK; NEBRASKA,NE,40.08361,-98.46472,,,,,,0,,,,canal,,GP
fcwicne,FRANKLIN CANAL WASTEWAY AT INDIAN CREEK; NEBRASKA,NE,40.09306,-98.57361,,,,,,0,,,,canal,,GP
fcwy,FORT LARAMIE CANAL AT MILE POST 0.8; WYOMING,WY,42.24306,-104.63,,,,,,0,,,,canal,,GP
fishcreekabovereservoir,FISH CREEK ABOVE RESERVOIR; NEAR SCOFIELD; UT,UT,39.7744,-111.1903,7670,US/Mountain,,,,0,,,,stream,,UC
fishesco,FISH CREEK NR ESTES PARK; CO,CO,40.36833,-105.49305,,,,,,0,,,,stream,,GP
fivepointslakeswe,FIVE POINTS LAKE,UT,40.7167,-110.4667,10920,US/Mountain,,,,0,,,,snotel,,UC
flaminggorge,FLAMING GORGE RESERVOIR,UT,40.55,-109.25,6040,US/Mountain,,,,0,,,,reservoir,,UC
flaminggorgeplant,FLAMING GORGE POWER PLANT,UT,40.91461,-109.421933,,US/Mountain,,,,0,,,,powerplant,,UC
flaresco,FLATIRON RESERVOIR; LOVELAND; CO,CO,40.365,-105.23611,,,,,,0,,,,reservoir,ECAO,GP
flatirco,FLATIRON RESERVOIR OUTFLOW; CO (SCADA),CO,40.36833,-105.22166,,,,,,0,,,,reservoir,,GP
flgy,Snake River near Flagg Ranch; WY,WY,44.09914518,-110.667458,0,US/Mountain,00:00.0,13010065,ft,0,Bill_KML,,,stream,usgs/pnro,PN
flmt,SMITH RIVER; FORT LOGAN; MT,MT,46.79583,-111.17805,,,,,,0,,,,stream,,GP
floridacanal,FLORIDA CANAL NEAR DURANGO,CO,37.3128,-108.2286,,US/Mountain,,,,0,,,,diversion,,UC
floridariverabovelemonreservoir,FLORIDA RIVER ABOVE LEMON RESERVOIR; NR BAYFIELD; CO,CO,37.4167,-107.6667,9610,US/Mountain,,,,0,,,,stream,,UC
floridariveratbondad,FLORIDA RIVER AT BONDAD; CO.,CO,37.0567,-107.8692,6000,US/Mountain,,,,0,,,,stream,,UC
floridariverblfarmersditch,FLORIDA R BL FLOR FARMERS DITCH; NR DURANGO,CO,37.1394,-108.2472,7065.35,US/Mountain,,,,0,,,,stream,,UC
floridariverbllemonreservoir,FLORIDA RIVER BELOW LEMON RESERVOIR; NR BAYFIELD,CO,37.3803,-108.3381,,US/Mountain,,,,0,,,,stream,,UC
floridarivernearhermosa,FLORIDA RIVER NEAR HERMOSA; CO.,CO,37.3767,-107.6617,7940,US/Mountain,,,,0,,,,stream,,UC
floridarivernrdurango,FLORIDA RIVER NEAR DURANGO,CO,37.3253,-107.7483,7301.88,US/Mountain,,,,0,,,,stream,,UC
flou,UCC - Flowell; Utah Weather Station,UT,38.9571,-112.0004,1443.228,US/Mountain,,,m,0,agrimet_map,,,agrimet,ucc,PN
fltirnr,FLATIRON RESERVOIR; CO (SCADA),CO,40.36833,-105.22166,,,,,,0,,,,reservoir,,GP
flwy,LARAMIE RIVER NR FORT LARAMIE; WYOMING,WY,42.20056,-104.53778,,,,,,0,,,,stream,,GP
fmsy,FIVEMILE CREEK NEAR SHOSHONI; WY,WY,43.22222,-108.21833,,,,,,0,,,,stream,,GP
fmtbs,Fort Mojave Tribe-Barrackman,AZ,34.8419,-114.6089,,US/Mountain,,,,0,,,,diversion,,LC
fmtc1,Fort Mojave Tribe-California 1,NV,34.9697,-114.6436,,US/Pacific,,,,0,,,,diversion,,LC
fmtc2n,Fort Mojave Tribe-California 2 (North),CA,34.9728,-114.6536,,US/Pacific,,,,0,,,,canal,,LC
fmtc2s,Fort Mojave Tribe-California 2 (South),CA,34.9728,-114.6536,,US/Pacific,,,,0,,,,canal,,LC
fmtc2w,Fort Mojave Tribe-California 2 (West),CA,34.9728,-114.6536,,US/Pacific,,,,0,,,,canal,,LC
fmtcs,Fort Mojave Tribe-Cimmaron,AZ,34.9464,-114.6442,,US/Mountain,,,,0,,,,diversion,,LC
fmtnc,Fort Mojave Tribe-North Casino,AZ,35.0303,-114.6336,,US/Mountain,,,,0,,,,diversion,,LC
fmtncnec,Fort Mojave Tribe-North Casino (North Event Center),AZ,35.0303,-114.6336,,US/Mountain,,,,0,,,,diversion,,LC
fmtnv,Fort Mojave Tribe-Nevada,CA,35.0594,-114.6267,,US/Pacific,,,,0,,,,diversion,,LC
fmtrsftmve,Fort Mojave Tribe-Refuge (Fort Mojave Tribe),CA,34.8572,-114.5769,,US/Pacific,,,,0,,,,diversion,,LC
fmtrsvdslc,Fort Mojave Tribe-Refuge (Vanderslice Farms),CA,34.8572,-114.5769,,US/Pacific,,,,0,,,,diversion,,LC
fmtsc,Fort Mojave Tribe-South Casino,AZ,34.9878,-114.6228,,US/Mountain,,,,0,,,,diversion,,LC
fmtws,Fort Mojave Tribe-Willow,AZ,34.92,-114.6258,,US/Mountain,,,,0,,,,diversion,,LC
fogo,Forest Grove; Oregon AgriMet Weather Station,OR,45.55305,-123.08361,54.86,US/Pacific,5/1/1989,,m,0,agrimet_map,,,agrimet,pnro,PN
fol,Folsom Lake; Dam; And Powerplant,CA,38.683,-121.183,466,US/Pacific,,,,0,,,,reservoir,,MP
fontenelle,FONTENELLE RESERVOIR,WY,42.02,-110.04,6506,US/Mountain,,,,0,,,,reservoir,,UC
fontenellecreeknearhershlerranch,FONTENELLE CREEK NEAR HERSHLER RANCH; WY.,WY,42.0961,-110.4158,6950,US/Mountain,,,,0,,,,stream,,UC
fontenelleplant,FONTENELLE POWER PLANT,WY,42.026953,-110.064019,,US/Mountain,,,,0,,,,powerplant,,UC
fortmojaveindianreservationaz,Fort Mojave Indian Reservation (AZ),AZ,35,-114.7,,US/Mountain,,,,0,,,,diversion,,LC
fortmojaveindianreservationca,Fort Mojave Indian Reservation (CA),CA,34.9,-114.7,,US/Pacific,,,,0,,,,diversion,,LC
fortsumnermaincanalnearfortsumner,FORT SUMNER MAIN CANAL NEAR FORT SUMNER; NM,NM,34.5083,-104.2778,,US/Mountain,,,,0,,,,canal,,UC
fortyumaindianreservation,Fort Yuma Indian Reservation; CA,CA,32.87,-114.48,,US/Pacific,,,,0,,,,diversion,,LC
foss,FOSS DAM; OKLAHOMA,OK,35.53833,-99.17777,,,,,,0,,,,reservoir,OTAO,GP
foupinco,FOUNTAIN CREEK NEAR PINON; COLORADO,CO,38.43972,-104.59306,,,,,,0,,,,stream,,GP
foupueco,FOUNTAIN CREEK AT PUEBLO; COLORADO,CO,38.28778,-104.60056,,,,,,0,,,,stream,,GP
fourmiledrawnearlakewood,FOUR MILE DRAW NEAR LAKEWOOD,NM,32.6728,-104.3689,,US/Mountain,,,,0,,,,stream,,UC
fpne,FRANKLIN PUMP CANAL; NEBRASKA,NE,40.07444,-98.88555,,,,,,0,,,,canal,,GP
franklinbasinswe,FRANKLIN BASIN,ID,43.05,-111.6,8170,US/Pacific,,,,0,,,,snotel,,UC
frawinco,FRASER RIVER AT WINTER PARK; COLORADO,CO,39.92028,-105.78472,,,,,,0,,,,stream,,GP
frbm,FRENCHMAN RIVER AT INTERNATIONAL BOUNDARY; MT,MT,49,-107.30167,,,,,,0,,,,stream,,GP
frct,FRIO RIVER AT CONCAN; TEXAS,TX,29.48833,-99.70444,,,,,,0,,,,stream,,GP
frdt,FRIO RIVER NEAR DERBY; TEXAS,TX,28.73639,-99.14444,,,,,,0,,,,stream,,GP
fremntco,FREMONT PASS; CO,CO,39.36639,-106.18611,11310,,,,,0,,,,snotel,,GP
fremontpassswe,FREMONT PASS,CO,39.3833,-106.2,11400,US/Mountain,,,,0,,,,snotel,,UC
frhm,FROHNER MEADOW; MONTANA,MT,46.45,-112.2,6480,,,,,0,,,,snotel,,GP
frm,Upper Farmington Canal,CA,37.915,-120.935,180,US/Pacific,,,,0,,,,canal,,MP
frne,FRANKLIN CANAL; NEBRASKA,NE,40.07333,-99.20722,,,,,,0,,,,diversion,,GP
frnu,Ferron; Utah Weather Station,UT,39.075554,-111.15426,1830,US/Mountain,12/2/2014,,m,0,agrimet_map,,,agrimet,pnro,PN
frr,FRESNO RESERVOIR NEAR HAVRE; MONTANA,MT,48.60833,-109.94583,,,,,,0,,,,reservoir,MTAO,GP
frtt,FRIO RIVER AT TILDEN; TEXAS,TX,28.46722,-98.54722,,,,,,0,,,,stream,,GP
fruitgrowers,FRUITGROWERS RESERVOIR; COLORADO,CO,35.8333,-107.95,5650,US/Mountain,,,,0,,,,reservoir,,UC
fruitlandcanalflume,FRUITLAND CANAL FLUME,NM,36.7286,-108.2667,5260,US/Mountain,,,,0,,,,diversion,,UC
frut,FRIO RIVER BELOW DRY FRIO RIVER NEAR UVALDE; TEXAS,TX,29.24556,-99.67416,,,,,,0,,,,stream,,GP
frydivco,FRYINGPAN RIVER DIVERSION/BYPASS; COLORADO,CO,39.245,-106.53111,,,,,,0,,,,diversion,,GP
frymerco,FRYINGPAN RIVER NEAR MEREDITH; COLORADO,CO,39.3625,-106.72639,,,,,,0,,,,stream,,GP
frynfnco,NORTH FORK FRYINGPAN RIVER NR NORRIE; CO,CO,39.34278,-106.66528,,,,,,0,,,,stream,,GP
fryrudco,FRYINGPAN RIVER NEAR RUEDI; EAGLE COUNTY; CO,CO,39.36555,-106.825,,,,,,0,,,,stream,,GP
frythoco,FRYINGPAN RIVER NEAR THOMASVILLE; CO,CO,39.34472,-106.67305,,,,,,0,,,,stream,,GP
fsdm,FORT SHAW DIVERSION DAM NEAR SIMMS; MONTANA,MT,47.50834,-112.075,,,,,,0,,,,diversion,,GP
fshm,FISHER CREEK; MONTANA,MT,45.06667,-109.95,9100,,,,,0,,,,snotel,,GP
fsidlowerdrain,Fort Sumner Irrigation District Lower Drain,NM,34.3517,-104.1739,3930,US/Mountain,,,,0,,,,canal,,UC
fsidmaindrain,Fort Sumner Irrigation District Main Drain,NM,34.4042,-104.2008,3930,US/Mountain,,,,0,,,,canal,,UC
ftbelkmt,FORT BELKNAP CANAL MAIN DIVERSION; MONTANA,MT,48.60278,-108.39444,,,,,,0,,,,canal,,GP
fthi,Fort Hall; Idaho AgriMet Weather Station ,ID,43.07138,-112.43111,1354.84,US/Mountain,11/15/1992,,m,0,agrimet_map,,,agrimet,pnro,PN
ftmm,FLATTOP MOUNTAIN; MONTANA,MT,48.8,-113.85,6300,,,,,0,,,,snotel,,GP
fune,FULLERTON CANAL BELOW DAVIS CREEK DAM; NEBRASKA,NE,41.41167,-98.74667,,,,,,0,,,,canal,,GP
fwsfd,U.S. Fish and Wildlife Service Topock Refuge-Farm Ditch,AZ,34.7864,-114.5708,,US/Mountain,,,,0,,,,canal,,LC
fwsic,U.S. Fish and Wildlife Service Topock Refuge-Inlet Canal,AZ,34.8339,-114.5372,,US/Mountain,,,,0,,,,diversion,,LC
fwssd,U.S. Fish and Wildlife Service Topock Refuge-South Dike,AZ,34.7369,-114.485,,US/Mountain,,,,0,,,,stream,,LC
gallegoscanyonnrfarmington,GALLEGOS CANYON NR FARMINGTON; NM,NM,36.6478,-108.125,0,US/Mountain,,,,0,,,,stream,,UC
gallegospeakswe,GALLEGOS PEAK,NM,36.1833,-105.55,9800,US/Mountain,,,,0,,,,snotel,,UC
gallinascreeknearlourdes,GALLINAS CREEK NEAR LOURDES,NM,35.468,-105.1614,,US/Mountain,,,,0,,,,stream,,UC
gallowashatchaconationalmonument,GALLO WASH AT CHACO NATIONAL MONUMENT; NM,NM,36.035,-107.8903,0,US/Mountain,,,,0,,,,stream,,UC
gcdw,Grand Coulee Dam; Washington AgriMet Weather Station,WA,47.94527,-118.95361,402.34,US/Pacific,4/16/2002,,m,0,agrimet_map,,,agrimet,pnro,PN
gcrm,GRINNELL CREEK NEAR MANY GLACIER; MT,MT,48.77222,-113.69722,,,,,,0,,,,stream,,GP
gdmm,GIBSON DAM WEATHER STATION; MONTANA,MT,47.6,-112.76667,4590,,,,,0,,,,weather,,GP
gdsne,GUIDE ROCK DIVERSION DAM; SOUTH CHANNEL; NEBRASKA,NE,40.06667,-98.38333,,,,,,0,,,,diversion,,GP
gdvi,Grand View; Idaho AgriMet Weather Station,ID,42.9125,-116.05611,786.38,US/Mountain,10/1/1992,,m,0,agrimet_map,,,agrimet,pnro,PN
gdw,Goodwin Dam And Joint-Main And South Canals,CA,37.8628,-120.6297,359,US/Pacific,,,,0,,,,reservoir,,MP
gdwy,GRAY REEF DAM; WYOMING,WY,42.56556,-106.69889,,,,,,0,,,,reservoir,WYAO,GP
gerw,George; Washington AgriMet Weather Station,WA,47.04388,-119.64222,350.52,US/Pacific,5/1/1986,,m,0,agrimet_map,,,agrimet,pnro,PN
gfmt,GREENFIELDS WEATHER STATION NR FAIRFIELD; MT  8NE,MT,47.65834,-111.8125,3820,,,,,0,,,,agrimet,,GP
gfne,GERING CANAL-BADLANDS PARSHALL FLUME; NEBRASKA,NE,41.85333,-103.71555,,,,,,0,,,,canal,,GP
gfri,Glenns Ferry; Idaho AgriMet Weather Station,ID,42.86666,-115.35694,922.02,US/Mountain,11/15/1992,,m,0,agrimet_map,,,agrimet,pnro,PN
ggwy,N PLATTE RIV BELOW GRAY REEF RESERVOIR NR ALCOVA; WY,WY,42.57417,-106.69195,,,,,,0,,,,stream,,GP
ghcm,GRASSHOPPER CREEK AT BANNACK STATE PARK; MT,MT,45.15528,-112.97861,,,,,,0,,,,stream,,GP
ghicanco,GOVERNMENT HIGHLINE CANAL NR GRAND JUNCTION; CO,CO,39.17334,-108.30056,,,,,,0,,,,canal,,GP
gialgravitymaincanal,Gial Gravity Main Canal,AZ,32.8761,-114.455,,US/Mountain,,,,0,,,,canal,,LC
gibr,GIBSON RESERVOIR; MONTANA,MT,47.60083,-112.76167,,,,,,0,,,,reservoir,MTAO,GP
gilagravitymaincanalatimperialdam,Gila Gravity Main Canal at Imperial Dam,AZ,32.8761,-114.455,179.5,US/Mountain,,,,0,,,,diversion,,LC
gilamonsterfarms,Gila Monster Farms,AZ,32.88,-114.46,,US/Mountain,,,,0,,,,diversion,,LC
gilariver@64eastdateland,Gila River @ 64 East - Dateland,AZ,32.8822,-113.5406,377.6,US/Mountain,,,,0,,,,stream,,LC
gilariveratdome,Gila River at Dome,AZ,32.7611,-114.4197,156.1,US/Mountain,,,,0,,,,stream,,LC
gilariveratpaintedrock,Gila River at Painted Rock,AZ,33.075,-113.0139,524.9,US/Mountain,,,,0,,,,stream,,LC
gl6sswco,GRAND LAKE 6SSW; CO,CO,40.23667,-105.80305,,,,,,0,,,,reservoir,,GP
glaresco,GRAND LAKE; COLORADO,CO,40.24167,-105.80222,,,,,,0,,,,reservoir,ECAO,GP
glasgomt,GLASGOW MAIN DIVERSION; MONTANA,MT,48.37222,-106.97305,,,,,,0,,,,canal,,GP
gler,GLENDO RESERVOIR; WYOMING,WY,42.47722,-104.95055,4520,,10/12/2007,,,0,,,,reservoir,WYAO,GP
glgm,GLASGOW MONTANA WEATHER STATION,MT,48.14667,-106.60056,2084,,,,,0,,,,agrimet,,GP
glwy,N PLATTE RIVER BELOW GLENDO DAM; WYOMING,WY,42.45694,-104.94722,,,,,,0,,,,stream,,GP
gmtr,GREEN MOUNTAIN RESERVOIR; CO (SCADA),CO,39.87833,-106.32916,,,,,,0,,,,reservoir,,GP
goldenshoreswaterconservationdistrict,Golden Shores Water Conservation District,AZ,34.6,-114.58,,US/Mountain,,,,0,,,,diversion,,LC
golw,Goldendale; Washington AgriMet Weather Station,WA,45.81194,-120.82444,512.06,US/Pacific,10/24/1991,,m,0,agrimet_map,,,agrimet,pnro,PN
gooseberryrsswe,GOOSEBERRY R.S.,UT,38.8,-111.6833,7920,US/Mountain,,,,0,,,,snotel,,UC
gowy,N PLATTE RIVER BELOW GUERNSEY DAM; WYOMING,WY,42.28056,-104.75417,,,,,,0,,,,stream,,GP
granbyr,GRANBY RESERVOIR; CO (SCADA),CO,40.18195,-105.87056,,,,,,0,,,,reservoir,,GP
granbyreservoir,GRANBY RESERVOIR; CO,CO,40.1055,-105.5214,8279.5,US/Mountain,,,,0,,,,reservoir,,UC
